,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,87,100,31.07,light rain
348,Peniche,PT,39.3558,-9.3811,64.29,76,31,19.15,scattered clouds
349,Enterprise,US,36.0252,-115.2419,71.24,26,20,3.44,few clouds
350,Vila Velha,BR,-20.3297,-40.2925,93.15,51,20,9.22,few clouds
351,Laguna,US,38.421,-121.4238,62.73,64,0,12.66,clear sky
352,Chicama,PE,-7.8447,-79.1469,63.14,60,49,7.63,scattered clouds
353,Ndungu,TZ,-4.3667,38.05,73.11,87,85,5.01,overcast clouds
354,Karpogory,RU,64.0019,44.4451,38.34,86,100,8.43,overcast clouds
355,Amot,NO,59.5714,7.9877,44.65,64,98,7.0,overcast clouds
356,Youkounkoun,GN,12.5333,-13.1333,108.01,13,32,2.04,scattered clouds
357,Beneditinos,BR,-5.45,-42.3667,90.23,50,100,4.5,overcast clouds
358,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,0,4.47,clear sky
359,San Cristobal,VE,7.7669,-72.225,82.58,79,100,5.55,overcast clouds
360,Touros,BR,-5.1989,-35.4608,84.09,75,82,15.37,broken clouds
361,Beachwood,US,41.4645,-81.5087,55.69,73,100,11.5,overcast clouds
362,Iranshahr,IR,27.2025,60.6848,91.74,18,0,13.8,sand
363,North Bend,US,43.4065,-124.2243,50.07,86,100,23.02,overcast clouds
364,Sitka,US,57.0531,-135.33,44.49,76,75,5.75,light rain
365,Buala,SB,-8.145,159.5921,80.28,81,63,4.81,broken clouds
366,Ponta Delgada,PT,37.7333,-25.6667,65.12,68,75,8.05,broken clouds
367,Ambilobe,MG,-13.2,49.05,73.99,89,54,4.52,broken clouds
368,Yendi,GH,9.4427,-0.0099,100.4,27,94,3.42,overcast clouds
369,Olafsvik,IS,64.8945,-23.7142,38.8,72,74,12.12,light rain
370,Novo Aripuana,BR,-5.1206,-60.3797,82.18,73,97,5.41,overcast clouds
371,Beringovskiy,RU,63.05,179.3167,2.53,89,24,5.66,few clouds
372,Saryagash,KZ,41.4511,69.1701,78.76,57,100,8.52,overcast clouds
373,Fallon,US,39.4735,-118.7774,63.91,24,40,24.16,scattered clouds
374,Saint-Georges,GD,12.0564,-61.7485,85.68,70,40,29.93,scattered clouds
375,Katherine,AU,-14.4667,132.2667,73.72,53,6,4.61,clear sky
376,Ostrovnoy,RU,68.0531,39.5131,32.59,95,100,12.62,light snow
377,Santa Cruz,BO,-17.8,-63.1667,76.46,69,75,11.5,broken clouds
378,Piranhas,BR,-16.4269,-51.8222,90.39,28,25,6.8,scattered clouds
379,Port Macquarie,AU,-31.4333,152.9167,55.89,85,10,4.79,clear sky
380,Vao,NC,-22.6667,167.4833,75.43,88,13,9.26,few clouds
381,Saginaw,US,43.3334,-84.0333,53.64,73,100,13.8,overcast clouds
382,Portland,US,45.5234,-122.6762,51.73,80,75,18.41,broken clouds
383,Sharan,RU,54.8167,54.0,43.92,59,62,7.52,broken clouds
384,Itacoatiara,BR,-3.1431,-58.4442,73.4,98,100,3.69,light rain
385,Koulikoro,ML,14.0,-7.75,103.46,17,15,6.89,few clouds
386,Maarianhamina,AX,60.0973,19.9348,57.06,35,0,8.05,light rain
387,Abha,SA,18.2164,42.5053,71.42,64,40,6.91,light rain
388,Mopipi,BW,-21.1833,24.8833,72.99,23,0,7.38,clear sky
389,Porto Novo,BJ,6.4965,2.6036,85.95,68,98,13.94,overcast clouds
390,Hambantota,LK,6.1241,81.1185,82.42,79,94,16.2,overcast clouds
391,Tuzha,RU,57.6062,47.936,43.18,77,94,5.23,overcast clouds
392,Karratha,AU,-20.7377,116.8463,81.77,53,0,8.25,clear sky
393,Gamba,GA,-2.65,10.0,81.16,79,96,4.59,overcast clouds
394,Bitung,ID,1.4451,125.1824,79.65,84,95,6.64,light rain
395,Atar,MR,20.5169,-13.0499,103.66,7,40,9.31,scattered clouds
396,Eyrarbakki,IS,63.863,-21.1481,44.65,91,100,14.25,overcast clouds
397,Kostomuksha,RU,64.571,30.5767,38.01,90,100,13.98,moderate rain
398,Omboue,GA,-1.5746,9.2618,80.1,81,100,3.29,overcast clouds
399,Ushtobe,KZ,45.2514,77.9838,74.17,39,100,10.83,overcast clouds
400,Bahia Blanca,AR,-38.7196,-62.2724,57.36,52,34,3.62,scattered clouds
401,Sao Filipe,CV,14.8961,-24.4956,74.5,74,5,13.82,clear sky
402,Machico,PT,32.7,-16.7667,72.01,79,75,8.05,broken clouds
403,Salinopolis,BR,-0.6136,-47.3561,81.59,79,96,6.15,light rain
404,Angoram,PG,-4.0625,144.0661,74.1,100,100,3.38,overcast clouds
405,Havelock,US,34.8791,-76.9013,82.98,76,75,10.36,broken clouds
406,Chunhuhub,MX,19.55,-88.6833,88.43,50,27,6.35,scattered clouds
407,Sola,VU,-13.8833,167.55,80.38,75,100,11.36,overcast clouds
408,Mount Vernon,US,40.9126,-73.8371,55.63,89,100,13.8,mist
409,Koroni,GR,36.8,21.95,67.06,75,93,3.71,overcast clouds
410,Tuatapere,NZ,-46.1333,167.6833,49.91,86,17,5.3,few clouds
411,Zhezkazgan,KZ,47.8043,67.7144,66.02,40,100,17.69,overcast clouds
412,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,60.67,98,100,6.76,overcast clouds
413,Jacmel,HT,18.2342,-72.5347,84.04,48,92,9.13,overcast clouds
414,Souillac,MU,-20.5167,57.5167,77.38,83,40,3.44,scattered clouds
415,Verkhoyansk,RU,67.5447,133.385,19.72,95,100,8.39,overcast clouds
416,Clyde River,CA,70.4692,-68.5914,8.83,85,20,3.44,few clouds
417,Muriwai Beach,NZ,-36.8167,174.45,56.86,91,92,5.19,overcast clouds
418,Mayumba,GA,-3.432,10.6554,80.62,82,100,5.21,overcast clouds
419,Zafarabad,IN,25.7,82.7333,91.42,49,58,16.37,broken clouds
420,Port Hardy,CA,50.6996,-127.4199,48.38,87,75,6.91,broken clouds
421,Covington,US,39.0837,-84.5086,69.51,54,0,12.66,clear sky
422,Miranda,CO,3.2499,-76.2281,80.73,64,83,3.94,broken clouds
423,Odweyne,SO,9.4092,45.064,78.76,52,85,1.7,light rain
424,Jhalida,IN,23.3667,85.9667,79.83,59,5,7.72,clear sky
425,Mananjary,MG,-21.2167,48.3333,72.59,86,16,8.48,light rain
426,Smolenskaya,RU,44.7887,38.8018,49.82,97,100,9.86,light rain
427,Haysville,US,37.5645,-97.3523,59.32,86,100,14.97,overcast clouds
428,Rocha,UY,-34.4833,-54.3333,61.36,53,96,8.68,overcast clouds
429,Rozkishne,UA,48.5074,39.3004,54.03,49,93,5.77,overcast clouds
430,Akdagmadeni,TR,39.6603,35.8836,52.7,61,62,6.82,broken clouds
431,Inongo,CD,-1.95,18.2667,79.38,73,34,0.83,scattered clouds
432,Nichinan,JP,31.6,131.3667,56.16,75,93,7.9,overcast clouds
433,Svobodnyy,RU,51.4,128.1333,42.48,89,100,13.06,overcast clouds
434,Lamu,KE,-2.2717,40.902,82.62,82,100,15.32,light rain
435,Makakilo City,US,21.3469,-158.0858,72.19,79,0,9.22,clear sky
436,Emerald,AU,-23.5333,148.1667,66.34,94,83,5.75,broken clouds
437,Praya,CV,14.9215,-23.5087,82.94,51,58,17.27,broken clouds
438,Maragogi,BR,-9.0122,-35.2225,82.26,77,53,11.43,broken clouds
439,Umm Lajj,SA,25.0213,37.2685,81.46,58,26,0.56,scattered clouds
440,Yining,CN,29.0361,114.5636,57.54,74,100,2.17,overcast clouds
441,Belogorsk,RU,50.9158,128.4611,42.69,85,100,14.16,overcast clouds
442,Innoshima,JP,34.2833,133.1833,54.5,60,97,6.08,overcast clouds
443,Roebourne,AU,-20.7833,117.1333,81.21,52,0,8.23,clear sky
444,Salvador,SV,13.8333,-88.9167,84.6,53,97,1.63,overcast clouds
445,Ardabil,IR,38.2498,48.2933,49.55,93,75,6.91,light rain
446,Hobyo,SO,5.3505,48.5268,85.93,69,100,17.25,light rain
447,Muzhi,RU,65.3667,64.6667,22.5,86,97,2.66,overcast clouds
448,Marsa Matruh,EG,31.3525,27.2453,81.28,36,32,13.42,scattered clouds
449,Kafanchan,NG,9.5833,8.3,80.89,63,58,6.17,light rain
450,Ust-Tsilma,RU,65.441,52.1498,29.91,89,48,2.82,scattered clouds
451,Ampanihy,MG,-24.7,44.75,68.04,70,16,10.58,few clouds
452,Novobelokatay,RU,55.7062,58.9549,40.03,77,88,6.91,overcast clouds
453,Aktash,RU,50.3,87.7333,36.23,81,98,5.26,overcast clouds
454,Kholodnyy,RU,62.7167,147.95,27.19,89,100,4.52,overcast clouds
455,Urumqi,CN,43.801,87.6005,76.15,13,0,20.13,clear sky
456,Kidal,ML,18.4411,1.4078,98.08,6,0,15.03,clear sky
457,Monrovia,LR,6.3005,-10.7969,84.76,71,48,8.21,light rain
458,Dongsheng,CN,39.8161,109.9776,56.68,16,3,10.69,clear sky
459,Stephenville Crossing,CA,48.5,-58.4318,48.33,57,75,6.91,broken clouds
460,Kahului,US,20.8947,-156.47,74.84,80,0,8.99,clear sky
461,Mongagua,BR,-24.0931,-46.6208,80.65,82,50,6.31,scattered clouds
462,Chauk,MM,20.8833,94.8167,88.92,42,62,7.25,broken clouds
463,Kargil,IN,34.5667,76.1,51.15,35,84,5.7,broken clouds
464,Rudbar,AF,30.15,62.6,89.01,14,1,5.73,clear sky
465,Villa Bruzual,VE,9.3328,-69.1208,92.46,39,24,5.19,few clouds
466,Synya,RU,65.3718,58.0387,28.94,79,100,4.05,overcast clouds
467,Marzuq,YE,14.4,46.4667,80.06,46,38,10.6,scattered clouds
468,Ostrovskoye,RU,57.8057,42.2433,45.68,62,61,4.68,broken clouds
469,Ashington,GB,50.9331,-0.3909,61.2,61,20,5.75,few clouds
470,Acapulco,MX,16.8634,-99.8901,89.42,35,20,0.0,few clouds
471,Ati,TD,13.2154,18.3353,104.45,16,61,10.51,broken clouds
472,Kavaratti,IN,10.5669,72.642,85.15,68,57,13.44,broken clouds
473,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,55,0,6.51,clear sky
474,Ostersund,SE,63.1792,14.6357,41.61,70,20,21.85,few clouds
475,Mezokovacshaza,HU,46.4,20.9167,67.84,62,96,3.47,overcast clouds
476,Verkhnyaya Inta,RU,65.9811,60.3094,27.1,89,100,10.94,overcast clouds
477,Ayr,GB,55.4627,-4.6339,58.5,76,40,6.91,scattered clouds
478,Pochinki,RU,54.6988,44.8668,48.69,60,92,9.04,overcast clouds
479,Eirunepe,BR,-6.6603,-69.8736,81.03,87,63,3.42,broken clouds
480,Lander,US,42.833,-108.7307,45.1,83,100,4.61,overcast clouds
481,Puerto Madryn,AR,-42.7692,-65.0385,60.55,45,38,10.65,scattered clouds
482,Lorengau,PG,-2.0226,147.2712,80.85,76,80,3.15,broken clouds
483,Navahrudak,BY,53.6,25.8333,54.46,58,18,5.93,few clouds
484,Kushima,JP,31.4583,131.2333,55.78,77,100,6.11,overcast clouds
485,Daru,PG,-9.0763,143.2092,79.41,84,65,10.78,broken clouds
486,Polyarnyy,RU,69.1989,33.4478,32.79,96,100,21.36,light snow
487,The Valley,AI,18.217,-63.0578,84.09,74,20,18.41,few clouds
488,Pingliang,CN,35.5392,106.6861,53.8,28,9,5.73,clear sky
489,Chambersburg,US,39.9376,-77.6611,69.75,66,82,5.99,broken clouds
490,Coruripe,BR,-10.1256,-36.1756,81.63,73,59,10.2,broken clouds
491,Assiniboia,CA,49.6334,-105.9845,53.42,37,100,3.44,overcast clouds
492,Dwarka,IN,22.2394,68.9678,83.89,75,0,14.34,clear sky
493,Dawei,MM,14.0833,98.2,76.01,83,92,6.73,overcast clouds
494,Kirensk,RU,57.7853,108.1119,30.52,80,100,9.28,light snow
495,Mecca,SA,21.4267,39.8261,90.68,24,0,10.78,clear sky
496,Wuda,CN,39.4994,106.7117,60.3,12,0,4.72,clear sky
497,Eyl,SO,7.9803,49.8164,85.8,72,100,17.76,overcast clouds
498,Sabha,LY,27.0377,14.4283,80.28,17,64,9.22,broken clouds
499,Kamina,CD,-8.7386,24.9906,66.79,86,55,3.78,broken clouds
500,Kurumkan,RU,54.3,110.3,43.23,66,71,4.32,broken clouds
501,Aasiaat,GL,68.7098,-52.8699,21.04,72,93,4.0,overcast clouds
502,Narsaq,GL,60.9167,-46.05,43.02,93,100,0.98,light rain
503,Necochea,AR,-38.5473,-58.7368,53.67,52,100,5.59,overcast clouds
504,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,67.68,49,61,2.57,broken clouds
505,Lichtenfels,DE,50.1457,11.0593,68.38,46,87,1.99,overcast clouds
506,Ust-Kulom,RU,61.6864,53.6902,30.13,91,76,3.0,broken clouds
507,Chiang Khong,TH,20.2613,100.4046,72.01,88,3,0.85,clear sky
508,Requena,ES,39.4883,-1.1004,57.87,88,74,7.99,broken clouds
509,Autazes,BR,-3.5797,-59.1306,73.22,99,100,2.42,moderate rain
510,Panguna,PG,-6.3164,155.4848,67.68,96,13,1.79,few clouds
511,Kamenka,RU,51.3223,42.7678,49.62,45,46,0.89,scattered clouds
512,Quata,BR,-22.2475,-50.6983,73.83,67,100,6.4,overcast clouds
513,Yarmouth,US,41.7057,-70.2286,57.61,65,75,10.36,broken clouds
514,Clinton,US,42.587,-82.9199,54.28,75,100,4.0,overcast clouds
515,Point Fortin,TT,10.1833,-61.6833,88.86,66,15,8.34,few clouds
516,Diego De Almagro,CL,-26.3667,-70.05,70.95,28,2,6.49,clear sky
517,Guangyuan,CN,32.442,105.823,57.87,60,8,1.97,clear sky
518,Chumikan,RU,54.7183,135.315,30.11,97,100,13.67,light snow
519,Kysyl-Syr,RU,63.8986,122.7617,22.17,88,100,7.85,overcast clouds
520,Launceston,AU,-41.45,147.1667,60.8,92,100,19.57,overcast clouds
521,Taoudenni,ML,22.6783,-3.9836,95.54,10,0,9.64,clear sky
522,Colina,BR,-20.7133,-48.5408,87.87,28,4,6.85,clear sky
523,Zelenoborsk,RU,61.4669,64.0333,32.77,90,99,5.08,light snow
524,Iracoubo,GF,5.4802,-53.2011,81.99,73,59,9.01,broken clouds
525,Keti Bandar,PK,24.1447,67.4497,82.62,77,0,19.42,clear sky
526,Ca Mau,VN,9.1769,105.15,80.2,87,100,3.8,overcast clouds
527,Luderitz,NA,-26.6481,15.1594,74.32,35,2,2.91,clear sky
528,Sobolevo,RU,54.4299,31.8996,50.41,76,74,4.76,light rain
529,Rabo De Peixe,PT,37.8,-25.5833,63.91,68,75,10.36,broken clouds
530,Tianpeng,CN,30.9866,103.9393,59.47,53,51,5.73,broken clouds
531,Grand Gaube,MU,-20.0064,57.6608,77.4,78,5,1.99,clear sky
532,Benton Harbor,US,42.1167,-86.4542,51.85,78,100,11.5,overcast clouds
533,Kerouane,GN,9.2667,-9.0167,95.5,32,59,3.47,broken clouds
534,Giroc,RO,45.6942,21.2358,64.58,68,0,2.3,clear sky
535,Alofi,NU,-19.0595,-169.9187,78.69,89,100,10.36,overcast clouds
536,Haines Junction,CA,60.7522,-137.5108,44.55,36,74,5.75,broken clouds
537,Lazaro Cardenas,MX,17.9583,-102.2,84.9,34,94,2.73,overcast clouds
538,Le Port,RE,-20.9373,55.2919,75.2,86,11,4.38,light rain
539,Zhanakorgan,KZ,43.9098,67.2495,73.54,49,100,7.38,light rain
540,Nishihara,JP,26.1842,127.7558,65.48,83,75,6.91,light rain
541,Morondava,MG,-20.2833,44.2833,79.11,69,0,15.26,clear sky
542,Wajima,JP,37.4,136.9,48.94,70,58,10.38,broken clouds
543,Fukue,JP,32.6881,128.8419,61.57,54,45,19.24,scattered clouds
544,Katangli,RU,51.7102,143.2326,31.05,97,100,11.9,overcast clouds
545,Lenine,UA,45.2986,35.7771,51.87,73,3,11.12,clear sky
546,Kimbe,PG,-5.5502,150.1429,75.79,94,69,3.2,broken clouds
547,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,89.58,39,58,3.94,broken clouds
548,Etchoropo,MX,26.7667,-109.6667,76.91,49,2,14.0,clear sky
549,Mount Isa,AU,-20.7333,139.5,73.17,64,85,8.05,overcast clouds
550,Acarau,BR,-2.8856,-40.12,86.52,67,23,10.02,few clouds
551,Tuyen Quang,VN,21.8233,105.2181,69.12,65,74,2.55,broken clouds
552,Goderich,CA,43.7501,-81.7165,48.52,93,100,9.22,overcast clouds
553,Pimentel,PE,-6.8367,-79.9342,75.49,60,0,8.05,clear sky
554,Xai-Xai,MZ,-25.0519,33.6442,69.04,87,39,8.79,light rain
555,Port Hedland,AU,-20.3167,118.5667,75.25,69,0,8.05,clear sky
556,Lekoni,GA,-1.5843,14.2591,84.78,57,86,3.24,overcast clouds
557,Ailigandi,PA,9.2333,-78.0167,82.02,77,100,1.97,overcast clouds
558,Cabedelo,BR,-6.9811,-34.8339,83.07,76,79,15.12,broken clouds
559,Bilma,NE,18.6853,12.9164,102.69,9,6,9.33,clear sky
560,Abadiania,BR,-16.2042,-48.7069,79.72,28,17,4.12,few clouds
561,Purgstall,AT,48.0584,15.1348,65.43,59,99,5.37,overcast clouds
562,Brae,GB,60.3964,-1.353,41.92,66,86,15.55,overcast clouds
563,Tipperary,IE,52.4733,-8.1558,58.05,74,99,1.3,overcast clouds
564,Bochov,CZ,50.1487,13.0523,58.35,53,40,6.91,scattered clouds
565,San Quintin,MX,30.4833,-115.95,60.46,66,84,6.73,broken clouds
566,Mundi,IN,22.0667,76.5,98.49,18,10,8.28,clear sky
567,Stornoway,GB,58.2093,-6.3865,51.93,78,40,17.27,scattered clouds
568,Verkhnyaya Balkariya,RU,43.1279,43.4573,38.32,99,100,0.94,overcast clouds
569,Quattro Castella,IT,44.635,10.4743,68.29,48,30,6.53,scattered clouds
570,Maglajani,BA,44.9486,17.3494,62.62,82,40,3.44,scattered clouds
571,Smidovich,RU,48.6,133.8167,43.48,59,96,4.76,overcast clouds
572,Rock Springs,US,41.5875,-109.2029,49.05,71,100,4.61,overcast clouds
573,Glendive,US,47.1053,-104.7125,54.7,66,100,4.61,overcast clouds
574,Kharan,PK,28.5833,65.4167,89.67,10,11,7.07,few clouds
575,Borba,BR,-4.3878,-59.5939,74.59,95,100,3.51,overcast clouds
576,Tingo Maria,PE,-9.2895,-76.0088,80.91,74,40,4.61,scattered clouds
577,Nemuro,JP,43.3236,145.575,38.64,94,61,6.26,broken clouds
578,Axim,GH,4.8699,-2.2405,84.29,72,100,7.78,overcast clouds
579,Jedrzejow,PL,50.6394,20.3045,68.14,28,42,1.99,scattered clouds
580,Rio Tinto,PT,41.1826,-8.5581,67.35,62,0,21.85,clear sky
